Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
contenedor-cocina-antiadherente-ba020391,Contenedor de Cocción Antiadherente,"<p>CONTENEDOR DE COCCION PARA HORNO COMBINADO DE VAPOR, ANTIADHERENTE, PERFORADO, REEMPLAZA AL MODELO BA020390, IDEAL PARA COCCION UNIFORME.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BA020391</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BA020391,shopify,0,continue,manual,516.95,TRUE,TRUE,draft
contenedor-de-almacenamiento-ra430100,Contenedor de Almacenamiento para Refrigeración,"<p>CONTENEDOR DE ALMACENAMIENTO CON TAPA TRANSPARENTE, COLOR ANTRACITA. IDEAL PARA ALMACENAR ALIMENTOS EN TU REFRIGERADOR. DIMENSIONES APROXIMADAS: 12.75"" X 7"" X 3"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA430100</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA430100,shopify,0,continue,manual,114.88,TRUE,TRUE,draft
contenedor-de-coccion-antiadher-ba020382,Contenedor de Cocción Antiadherente,"<p>CONTENEDOR DE COCCION PARA HORNO COMBINADO DE VAPOR, ANTIADHERENTE, SIN PERFORACIONES, REEMPLAZA AL MODELO BA020381.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BA020382</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BA020382,shopify,0,continue,manual,516.95,TRUE,TRUE,draft
control-knob-para-vario-vl414712,Extractor de Encimera con Mando — Vario Serie 400,<p>Extractor de Encimera Vario 400 con Mando Gaggenau Vl414712. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: VL414712</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VL414712,shopify,0,continue,manual,4295.64,TRUE,TRUE,draft
cooktop-gas-36-5-quemadores-na-vg295250,"Parrilla de Gas Natural 5 Quemadores 36"" — Serie 200","<p>Parilla de Gas Gaggenau Serie 200, 36 Pulgadas, 5 Quemadores, Gas Natural. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Energía: Gas</li><li>Modelo: VG295250CA</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Gas, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,VG295250CA,shopify,0,continue,manual,8677.85,TRUE,TRUE,draft
cubierta-de-aparato-15-varios-va440010,"Cubierta de Aparato Vario 15""","<p>CUBIERTA DE ACERO INOXIDABLE VARIO 400 CON TIRA DE MONTAJE. PROTEGE LA CUBIERTA DE LA COCINA. DISEÑADA PARA COCINAS INDIVIDUALES VARIO 400.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 15.0""</li><li>Modelo: VA440010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, 15.0"", Moneda USD",FALSE,Title,Default Title,VA440010,shopify,0,continue,manual,574.39,TRUE,TRUE,draft
cubierta-de-ducto-ace-ad442122,Cubierta de Ducto Acero Inoxidable,"<p>CUBIERTA DE CONDUCTO PARA MODO DE RECIRCULACION PARA AW 442, ACERO INOXIDABLE, ALTURA DE TECHO: 8' 6""  10' 5"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD442122</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD442122,shopify,0,continue,manual,699.71,TRUE,TRUE,draft
cubierta-de-ducto-ai-230-acero-ad220396,Cubierta de Ducto Acero Inoxidable para AI 230,"<p>COLLAR DE TECHO PARA CUBIERTA DE CONDUCTO DE CAMPANA AI230 EN ISLA, ACERO INOXIDABLE. TAMAÑO DEPENDE DE LA ALTURA DE LA ESTRUCTURA. ACCESORIOS OPCIONALES DISPONIBLES.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: AD220396</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD220396,shopify,0,continue,manual,378.57,TRUE,TRUE,draft
cubierta-de-ducto-aw-4-ad442022,Cubierta de Ducto Acero Inoxidable para Campana AW,<p>Cubierta Ducto Escape Acero Inoxidable Campana Gaggenau 8'6''. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD442022</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD442022,shopify,0,continue,manual,603.11,TRUE,TRUE,draft
cubierta-de-ducto-en-a-ad442112,Cubierta de Ducto Acero Inoxidable,"<p>CUBIERTA DE CONDUCTO PARA MODO DE RECIRCULACION PARA AW 442, ACERO INOXIDABLE, ALTURA DE TECHO: 7' 9""  8' 6"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD442112</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD442112,shopify,0,continue,manual,603.11,TRUE,TRUE,draft
cubierta-de-ducto-para-ad200326,Cubierta de Ducto para Campana,"<p>CAMPANA ISLA CON EXTENSION DE CONDUCTO, ACERO INOXIDABLE, ALTURA: 3 PIES 7 5?16"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD200326</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD200326,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
cubierta-de-ducto-para-ad442012,Cubierta de Ducto para Campana,"<p>CUBIERTA DE CONDUCTO PARA EXTRACTOR DE HUMO AW 442, ACERO INOXIDABLE, ALTURA DE TECHO: 7' 9""  8' 6"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD442012</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD442012,shopify,0,continue,manual,516.95,TRUE,TRUE,draft
cubierta-de-ducto-acero-ad442392,Cubierta de Ducto Acero Inoxidable,"<p>COLLAR DE TECHO PARA CUBIERTA DE CONDUCTO, ACERO INOXIDABLE, PARA MODULOS SOPLADORES SERIE 400. OFRECE ACABADO ELEGANTE Y DURADERO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: AD442392</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD442392,shopify,0,continue,manual,336.8,TRUE,TRUE,draft
cubierta-vario-12-negro-aparat-vd200020,"Cubierta Vario Negra para Aparato 12""","<p>CUBIERTA PARA ELECTRODOMESTICO VARIO 200 SERIES EN COLOR NEGRO, TAMAÑO 12"", PROTEGE LA CUBIERTA DE LA COCINA CUANDO NO ESTA EN USO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 12.0""</li><li>Acabado: Negro</li><li>Modelo: VD200020</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Recubrimientos / Superficies,"Gaggenau, Premium, Recubrimientos y Superficies, Recubrimientos / Superficies, Negro, Bajo pedido, 12.0"", Moneda USD",FALSE,Title,Default Title,VD200020,shopify,0,continue,manual,631.83,TRUE,TRUE,draft
deflector-de-aire-varios-ls041001,Deflector de Aire,"<p>MOLDE DE VENTILACION PARA VL 200, COMPATIBLE CON VL 414 O AL 400. ACERO INOXIDABLE, AJUSTABLE EN ALTURA, CONECTORES PARA CONDUCTOS REDONDOS Y PLANOS. IDEAL PARA COCINAS A GAS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: LS041001</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,LS041001,shopify,0,continue,manual,140.99,TRUE,TRUE,draft
ducto-flexible-oval-conexion-ho-ad413722,Adaptador Flexible Oval para Campana — Serie 400,<p>Adaptador Flex Oval Campana Gaggenau Serie 400. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD413722</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD413722,shopify,0,continue,manual,237.59,TRUE,TRUE,draft
ducto-metalico-flexible-ad751010,Ducto Metálico Flexible Redondo DN 150,<p>Flexible Conducto Metálico Redondo Gaggenau Dn150. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD751010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD751010,shopify,0,continue,manual,167.09,TRUE,TRUE,draft
ducto-pared-telescopico-ar-401-ad702052,Ducto Telescópico de Pared para Motor AR 401,<p>Ducto Telescópico Gaggenau para Campana Ar 401. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Instalación: Pared</li><li>Modelo: AD702052</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Pared, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD702052,shopify,0,continue,manual,336.8,TRUE,TRUE,draft
ducto-plano-90-horizontal-dn-1-ad854031,Ducto Plano 90° Horizontal DN 150,"<p>CURVA PLANA DE CONDUCTO DE 90° HORIZONTAL, DN 150, METAL. DISEÑADA PARA INSTALACIONES EN ENCIMERAS EXTRA PROFUNDAS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854031</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854031,shopify,0,continue,manual,166.36,TRUE,TRUE,draft
ducto-plano-90-vertical-dn-150-ad854030,Ducto Plano 90° Vertical DN 150,"<p>DUCTO PLANO DE 90° VERTICAL, DN 150, METAL, PARA ENCIMERAS EXTRA PROFUNDAS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854030</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854030,shopify,0,continue,manual,154.04,TRUE,TRUE,draft
ducto-plano-flexible-dn-150-me-ad858010,Ducto Plano Flexible DN 150 Metálico,<p>Tubo Flexible de Conducto Plano Dn 150 Metálico. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD858010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD858010,shopify,0,continue,manual,308.08,TRUE,TRUE,draft
ducto-plano-hembra-dn-150-metal-ad854000,Ducto Plano Hembra DN 150 Metálico,<p>CONECTOR PLANO DE CONDUCTO DE METAL DN 150 PARA UNIR 2 CODOS PLANOS DE CONDUCTO EN ENCIMERAS EXTRA PROFUNDAS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854000,shopify,0,continue,manual,224.53,TRUE,TRUE,draft
estante-de-vino-para-rw-41-ra492160,Estante de Vino para Cava RW 41,"<p>ESTANTE DE VINO DESMONTABLE CON MARCO DE MADERA DE ROBLE, IDEAL PARA DECANTADORES Y BOTELLAS ABIERTAS, ADECUADO PARA ELECTRODOMESTICOS DE 18"" DE ANCHO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA492160</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Cavas de vino,"Gaggenau, Premium, Cocina y Bar, Cavas de vino, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA492160,shopify,0,continue,manual,446.46,TRUE,TRUE,draft
estante-de-vino-para-rw-46-en-ra492660,Estante de Vino para Cava RW 46,"<p>ACCESORIO DE ENFRIAMIENTO CON ESTANTE REMOVIBLE DE MADERA DE ROBLE, APTO PARA BOTELLAS ABIERTAS Y DECANTADORES. PANEL DE PUERTA DE ACERO INOXIDABLE OSCURO, SIN MANIJA, DE 35 ½"" DE ANCHO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA492660</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Cavas de vino,"Gaggenau, Premium, Cocina y Bar, Cavas de vino, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA492660,shopify,0,continue,manual,477.79,TRUE,TRUE,draft
estufa-tall-tub-acero-da231110,Accesorio Acero Inoxidable para Lavavajillas Tall Tub,"<p>PUERTA DE VIDRIO COMPLETO CON RESPALDO DE ACERO INOXIDABLE PARA LAVAVAJILLAS DE TINA ALTA. AJUSTABLE EN ALTURA, CON MANIJA ELEGANTE. SKU: DA231110.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: DA231110</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,DA231110,shopify,0,continue,manual,952.96,TRUE,TRUE,draft
estufa-vario-12-teppan-yak-vp230620,"Teppan Yaki Eléctrico 12"" — Vario Serie 200","<p>200 SERIES VARIO 12"" TEPPAN YAKI. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 12.0""</li><li>Modelo: VP230620</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Bajo pedido, 12.0"", Moneda USD",FALSE,Title,Default Title,VP230620,shopify,0,continue,manual,6256.6,TRUE,TRUE,draft
extension-aqua-stop-gz010011,Extensión Aqua-Stop para Lavavajillas,"<p>EXTENSION PARA ENTRADA Y SALIDA DE AGUA, 72"" (2 M) DE LARGO, $136. MODELO AQUASTOP.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: GZ010011</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,GZ010011,shopify,0,continue,manual,140.99,TRUE,TRUE,draft
extension-de-ducto-para-ad200322,Extensión de Ducto para Campana,"<p>ADAPTADOR PARA CAMPANA DE ISLA AI 230, PARA TECHOS INCLINADOS DE 2045 GRADOS. PERMITE INSTALACION FLEXIBLE EN DIFERENTES ANGULOS Y DIRECCIONES. PRECIO: $204.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD200322</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD200322,shopify,0,continue,manual,699.71,TRUE,TRUE,draft
extractor-en-linea-para-al40072-ar400742,Motor de Extracción en Línea para AL 400 y VL 414 — Serie 400,<p>400 SERIES INLINE BLOWER FOR USE WITH AL400721/791  VL 414 + KNOB AA490711  AI/A. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR400742</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR400742,shopify,0,continue,manual,3426.21,TRUE,TRUE,draft
extractor-interno-ai-aw-442-ser-ar400743,Motor de Extracción Interno para Campanas AI/AW 442 — Serie 400,<p>400 SERIES INTERNAL BLOWER FOR USE WITH AI/AW 442 ISLAND/WALL HOOD. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR400743</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR400743,shopify,0,continue,manual,2815.76,TRUE,TRUE,draft
extractor-toe-kick-vl414-ar403722,"Motor de Extracción para Zoclo VL 414, VL 200 y AL 400","<p>400 and 200 series inline blower for toe-kick installation for VL414, VL200, and AL400. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR403722</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR403722,shopify,0,continue,manual,3463.21,TRUE,TRUE,draft
extractor-vario-200-series-vl200120,Extractor de Encimera — Vario Serie 200,"<p>PARRILLA ELECTRICA VARIO 200 CON PANEL DE CONTROL NEGRO, 2 ZONAS, GRILL DE HIERRO FUNDIDO Y PIEDRAS VOLCANICAS. ANCHO: 12"". ACCESORIOS INCLUIDOS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: VL200120</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VL200120,shopify,0,continue,manual,3736.92,TRUE,TRUE,draft
filtro-aire-carbon-activo-set-2-rva450220,Set de 2 Filtros de Carbón Activo,"<p>FILTRO DE AIRE DE CARBON ACTIVADO DE REPUESTO, SET DE 2 PIEZAS, IDEAL PARA REFRIGERADORES, APROXIMADAMENTE 12.75"" X 7"" X 3"", $162.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVA450220</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA450220,shopify,0,continue,manual,185.37,TRUE,TRUE,draft
filtro-carbon-activo-para-aa410112,Filtro de Carbón Activo para Campana,"<p>FILTROS DE CARBON ACTIVADO REGENERABLES PARA RECIRCULACION DE AIRE, COMPATIBLES CON SOPLADOR AR410710. REDUCCION DE OLORES. INCLUYE 2 FILTROS.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AA410112</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AA410112,shopify,0,continue,manual,295.03,TRUE,TRUE,draft
freezer-rf-49-acero-filtro-agua-ra464914,Zoclo Acero Inoxidable con Filtro de Agua para RF 491,<p>Zócalo Acero Inoxidable Filtro Agua Congelador Rf 491 Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA464914</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Congeladores,"Gaggenau, Premium, Cocina y Bar, Congeladores, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA464914,shopify,0,continue,manual,503.89,TRUE,TRUE,draft
horno-24-derecho-expressive-se-go470720,"Horno Apertura Derecha 24"" — Serie Expressive","<p>Horno Gaggenau Serie Expressive 24 Pulgadas Bisagra Derecha. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GO470720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GO470720,shopify,0,continue,manual,18441.5,TRUE,TRUE,draft
horno-24-izquierda-expressive-go471720,"Horno Apertura Izquierda 24"" — Serie Expressive","<p>Horno Empotrable Gaggenau Expressive 24 pulgadas Bisagra Izquierda Acero Inoxidable 240V. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GO471720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GO471720,shopify,0,continue,manual,18441.5,TRUE,TRUE,draft
horno-campana-profesional-aw442720,"Campana de Pared Profesional con Filtros de Deflector 48"" — Serie 400",<p>Campana de Pared Profesional Gaggenau Serie 400 con Filtros de Deflector 48 Pulgadas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AW442720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AW442720,shopify,0,continue,manual,6658.13,TRUE,TRUE,draft
horno-combi-steam-24-izquierda-gs471720,"Horno Combi-Vapor con Toma de Agua Apertura Izquierda 24"" — Serie Expressive","<p>Horno Combi-Vapor Gaggenau Expressive 24"" Conexión Agua Izquierda. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GS471720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GS471720,shopify,0,continue,manual,19967.64,TRUE,TRUE,draft
horno-combi-steam-30-derecho-p-gs480720,"Horno Combi-Vapor con Toma de Agua Apertura Derecha 30"" — Serie Expressive","<p>Horno Gaggenau Combi-Vapor Serie Expressive 30"" Bisagra Derecha Empotrado. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: GS480720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,GS480720,shopify,0,continue,manual,21496.63,TRUE,TRUE,draft
horno-combi-steam-30-derecho-t-gs460720,"Horno Combi-Vapor con Tanque Apertura Derecha 30"" — Serie Expressive","<p>Horno Combi Vapor Gaggenau Serie Expressive 30 Pulgadas Bisagra Derecha. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: GS460720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Hornos,"Gaggenau, Premium, Cocina y Bar, Hornos, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,GS460720,shopify,0,continue,manual,19967.64,TRUE,TRUE,draft
